all_authors.0.author_name,all_authors.1.author_name,abstract,updated_at,sources.0.name,authors_count,id,publication_date_epoch,title,pages,issue,agg_sources.0.name,agg_categories.0.slug,agg_categories.0.name,journal.issn,journal.slug,journal.iso_abbreviation,journal.title,updated_at_epoch,volume,authors.0.position,authors.0.author_name,authors.1.position,authors.1.author_name,publication_date,created_at_epoch,slug,categories.0.slug,categories.0.name,publication_identifiers.0.identifier.resolution_prefix,publication_identifiers.0.identifier.name,publication_identifiers.0.identifier.description,publication_identifiers.0.value,publication_identifiers.1.identifier.resolution_prefix,publication_identifiers.1.identifier.name,publication_identifiers.1.identifier.description,publication_identifiers.1.value,created_at,agg_categories.1.slug,agg_categories.1.name,agg_categories.2.slug,agg_categories.2.name,categories.1.slug,categories.1.name,categories.2.slug,categories.2.name,all_authors.2.author_name,all_authors.3.author_name,all_authors.4.author_name,organisations.0.category,organisations.0.country.region,organisations.0.country.alpha_2,organisations.0.country.name,organisations.0.alt_names.0.name,organisations.0.alt_names.1.name,organisations.0.alt_names.2.name,organisations.0.slug,organisations.0.name,journal.ranking_h_index,journal.ranking_scimago,agg_organisations.0.category,agg_organisations.0.country.region,agg_organisations.0.country.alpha_2,agg_organisations.0.country.name,agg_organisations.0.alt_names.0.name,agg_organisations.0.alt_names.1.name,agg_organisations.0.alt_names.2.name,agg_organisations.0.slug,agg_organisations.0.name,authors.2.position,authors.2.author_name,authors.3.position,authors.3.author_name,authors.4.researcher.profile_visible,authors.4.researcher.id,authors.4.researcher.full_name,authors.4.researcher.slug,authors.4.position,authors.4.slug,authors.4.author_name,researchers.0.profile_visible,researchers.0.id,researchers.0.full_name,researchers.0.slug,publication_identifiers.2.identifier.resolution_prefix,publication_identifiers.2.identifier.name,publication_identifiers.2.identifier.description,publication_identifiers.2.value,organisations.0.alt_names.3.name,agg_organisations.0.alt_names.3.name,authors.0.researcher.profile_visible,authors.0.researcher.id,authors.0.researcher.full_name,authors.0.researcher.slug,authors.0.slug,all_authors.5.author_name,all_authors.6.author_name,organisations.0.alt_names.4.name,agg_organisations.0.alt_names.4.name,authors.5.position,authors.5.author_name,authors.6.position,authors.6.author_name,all_authors.7.author_name,all_authors.8.author_name,all_authors.9.author_name,all_authors.10.author_name,all_authors.11.author_name,all_authors.12.author_name,all_authors.13.author_name,agg_research_groups.0.country.name,agg_research_groups.0.slug,agg_research_groups.0.name,agg_research_groups.1.country.name,agg_research_groups.1.slug,agg_research_groups.1.name,research_groups.0.slug,research_groups.0.name,research_groups.1.slug,research_groups.1.name,authors.1.researcher.profile_visible,authors.1.researcher.id,authors.1.researcher.full_name,authors.1.researcher.slug,authors.1.slug,authors.7.position,authors.7.author_name,authors.8.position,authors.8.author_name,authors.9.position,authors.9.author_name,researchers.1.profile_visible,researchers.1.id,researchers.1.full_name,researchers.1.slug,authors.3.researcher.profile_visible,authors.3.researcher.id,authors.3.researcher.full_name,authors.3.researcher.slug,authors.3.slug,keywords.0.keyword,keywords.1.keyword,keywords.2.keyword,keywords.3.keyword,keywords.4.keyword,keywords.5.keyword,agg_keywords.0.slug,agg_keywords.0.keyword,agg_keywords.1.slug,agg_keywords.1.keyword,agg_keywords.2.slug,agg_keywords.2.keyword,agg_keywords.3.slug,agg_keywords.3.keyword,agg_keywords.4.slug,agg_keywords.4.keyword,agg_keywords.5.slug,agg_keywords.5.keyword,agg_categories.3.slug,agg_categories.3.name,categories.3.slug,categories.3.name,authors.2.researcher.profile_visible,authors.2.researcher.id,authors.2.researcher.full_name,authors.2.researcher.slug,authors.2.slug,organisations.0.alt_names.5.name,organisations.0.alt_names.6.name,agg_organisations.0.alt_names.5.name,agg_organisations.0.alt_names.6.name,agg_categories.4.slug,agg_categories.4.name,categories.4.slug,categories.4.name,keywords.6.keyword,keywords.7.keyword,keywords.8.keyword,agg_keywords.6.slug,agg_keywords.6.keyword,agg_keywords.7.slug,agg_keywords.7.keyword,agg_keywords.8.slug,agg_keywords.8.keyword,all_authors.14.author_name,all_authors.15.author_name,all_authors.16.author_name,authors.7.researcher.profile_visible,authors.7.researcher.id,authors.7.researcher.full_name,authors.7.researcher.slug,authors.7.slug,authors.9.researcher.profile_visible,authors.9.researcher.id,authors.9.researcher.full_name,authors.9.researcher.slug,authors.9.slug,researchers.2.profile_visible,researchers.2.id,researchers.2.full_name,researchers.2.slug,researchers.3.profile_visible,researchers.3.id,researchers.3.full_name,researchers.3.slug,organisations.0.alt_names.7.name,organisations.0.alt_names.8.name,organisations.0.alt_names.9.name,organisations.0.alt_names.10.name,organisations.0.alt_names.11.name,agg_organisations.0.alt_names.7.name,agg_organisations.0.alt_names.8.name,agg_organisations.0.alt_names.9.name,agg_organisations.0.alt_names.10.name,agg_organisations.0.alt_names.11.name,authors.5.researcher.profile_visible,authors.5.researcher.id,authors.5.researcher.full_name,authors.5.researcher.slug,authors.5.slug,authors.8.researcher.profile_visible,authors.8.researcher.id,authors.8.researcher.full_name,authors.8.researcher.slug,authors.8.slug,publication_identifiers.3.identifier.resolution_prefix,publication_identifiers.3.identifier.name,publication_identifiers.3.identifier.description,publication_identifiers.3.value,organisations.1.category,organisations.1.country.region,organisations.1.country.alpha_2,organisations.1.country.name,organisations.1.alt_names.0.name,organisations.1.alt_names.1.name,organisations.1.alt_names.2.name,organisations.1.alt_names.3.name,organisations.1.slug,organisations.1.name,sources.1.name,keywords.9.keyword,keywords.10.keyword,keywords.11.keyword,keywords.12.keyword,keywords.13.keyword,agg_keywords.9.slug,agg_keywords.9.keyword,agg_keywords.10.slug,agg_keywords.10.keyword,agg_keywords.11.slug,agg_keywords.11.keyword,agg_keywords.12.slug,agg_keywords.12.keyword,agg_keywords.13.slug,agg_keywords.13.keyword,agg_sources.1.name,agg_organisations.1.category,agg_organisations.1.country.region,agg_organisations.1.country.alpha_2,agg_organisations.1.country.name,agg_organisations.1.alt_names.0.name,agg_organisations.1.alt_names.1.name,agg_organisations.1.alt_names.2.name,agg_organisations.1.alt_names.3.name,agg_organisations.1.slug,agg_organisations.1.name,publication_identifiers.4.identifier.name,publication_identifiers.4.value,publication_identifiers.5.identifier.name,publication_identifiers.5.identifier.description,publication_identifiers.5.value
L I Gramotina,,"A nutrient medium containing 0.7 per cent of lithium chloride was tested and Yersinia pestis inhibitor was detected in 83.3 per cent of the strains on the growth tufts of 8 indicator strains isolated from a homologous focus. Lowering the lithium chloride concentration in the medium up to 0.6 per cent promoted detection of the inhibitor in a larger number of the tested strains (93.3 per cent). But even on this medium none of the indicator strains formed overall growth tufts. The subcultures of the indicator strains resistant to lithium chloride formed overall growth tufts on agar plates with lithium chloride and were sensitive to the inhibitor of the tested strains from the central Caucasus. However, during storage they lost their sensitivity to the inhibitor which did not permit their use as the test cultures.",2020-04-30T18:43:02.139923,pubmed,1,28205050,536457600,Detection of an Inhibitor of the Causative Agent of Plague Active against Strains of the Plague Microbe from an Homologous Focus. the Effect of Lithium Chloride on Detecting the Inhibitor,36-8,1,pubmed,journal-article,journal article,,antibiotiki-i-meditsinskaia-biotekhnologiia-antibiotics-and-medical-biotechnology,Antibiot. Med. Biotekhnol.,Antibiotiki i Meditsinskaia Biotekhnologiia = Antibiotics and Medical Biotechnology,1588272182,32,1,L I Gramotina,,,1987-01-01T00:00:00,1588272182,detection-of-an-inhibitor-of-the-causative-agent-of-plague-active-against-strains-of-the-plague-microbe-from-an-homologous-focus-the-effect-of-lithium-chloride-on-detecting-the-inhibitor,journal-article,journal article,http://www.ncbi.nlm.nih.gov/pubmed/,pmid,pmid: PubMed Unique Identifier,3032085,,,,,2020-04-30T18:43:02.139923,english-abstract,english abstract,,,english-abstract,english abstract,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hermann M Bolt,,"The carcinogenicity of vinyl chloride in humans was recognized in 1974 based on observations of hepatic angiosarcomas in highly exposed workers. A multiplicity of endpoints has been demonstrated. The primary target organ, the liver, displays differential susceptibilities of hepatocytes and sinusoidal cells, which are modified by factors of age and dose. There is consistency in organotropism between experimental animals and humans. Vinyl chloride is a pluripotent carcinogen, predominantly directed toward hepatic endothelial (sinusoidal) cells, and second toward the parenchymal cells of the liver. The similarity of results between experimental animals and humans is a solid basis of an amalgamation of experimental and epidemiological risk estimates. Vinyl chloride requires metabolic activation for carcinogenicity and mutagenicity, and toxicokinetics are a key to interpret the dose response. Practically the entire initial metabolism of vinyl chloride is oxidative. At higher exposure concentrations this is nonlinear, and metabolic saturation of metabolism in rats is reached at about 250 ppm. This is consistent with the plateau of hepatic angiosarcoma incidence in rat bioassays. Physiologically based pharmacokinetic/toxicokinetic (PBPK) models have been developed and successfully applied within the frame of human cancer risk assessments. The major DNA adduct induced by vinyl chloride (approximately 98% of total adducts in rats), 7-(2-oxoethyl)guanine, is almost devoid of promutagenic activity. The clearly promutagenic ""etheno"" adducts N2,3-ethenoguanine and 3,N4-ethenocytosine each represent approximately 1% of the vinyl chloride DNA adducts in rats, and 1,N6-ethenoadenine is found at even lower concentrations. Etheno adducts appear to have a long persistence and are repaired by glycosylases. Vinyl chloride represents a human carcinogen for which a series of mechanistic events connects exposure with the carcinogenic outcome. These include (1) metabolic activation (to form chloroethylene oxide), (2) DNA binding of the reactive metabolite (to exocyclic etheno adducts), (3) promutagenicity of these adducts, and (4) effects of such mutations on protooncogenes/tumor suppressor genes at the gene and gene product levels. In rat hepatocytes, a further event is a biomarker response. Cancer prestages (enzyme-altered foci), as quantitative biomarkers, provide a tool to study dose response even within low dose ranges where a carcinogenic risk cannot be seen in cancer bioassays directly. Such biomarker responses support a linear nonthreshold extrapolation for low-dose assessment of carcinogenic risks due to vinyl chloride. Published risk estimates based on different sets of data (animal experiments, epidemiological studies) appear basically consistent, and on this basis an angiosarcoma risk of approximately 3 x 10(-4) has been deduced by extrapolation, for exposure to 1 ppm vinyl chloride over an entire human working lifetime. An important point that should be considered in regulatory standard settings is the presence of a physiological background of those etheno DNA adducts, which are also produced by vinyl chloride. Likely reasons for this background are oxidative stress and lipid peroxidation. In essence, fundamentals of the hepatocarcinogenicity of vinyl chloride appear now well established, providing a solid scientific basis for regulatory activities.",2020-05-01T17:12:43.842425,pubmed,1,41133751,,Vinyl Chloride-A Classical Industrial Toxicant of New Interest,307-23,4,pubmed,journal-article,journal article,1040-8444,critical-reviews-in-toxicology,Crit. Rev. Toxicol.,Critical Reviews in Toxicology,1588353163,35,1,Hermann M Bolt,,,,1588353163,vinyl-chloride-a-classical-industrial-toxicant-of-new-interest,journal-article,journal article,http://www.ncbi.nlm.nih.gov/pubmed/,pmid,pmid: PubMed Unique Identifier,15989139,https://doi.org/,doi,doi: Digital object identifier,10.1080/10408440490915975,2020-05-01T17:12:43.842425,review,review,,,review,review,,,,,,,,,,,,,,,98,1.442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R A Moss,F Zheng,"exo- and endo-2-norbornyloxychlorocarbenes (7) were generated photochemically from the corresponding diazirines (6). Both carbenes fragmented to [2-norbornyl cation (carbon monoxide) chloride] ion pairs in MeCN or 1,2-dichloroethane solutions. Products included exo-norbornyl chloride (8), endo-norbornyl chloride (9), norbornene (10), and nortricyclene (11). Fragmentation activation energies were very low (< approximately 4 kcal/mol) and, as a result, the (laser flash photolytic) rate constants for fragmentation were essentially identical for exo-7 and endo-7 ( approximately 5 x 10(5) s(-1) in MeCN). Due to chloride return within the ion pairs, product distributions from exo- and endo-7 differed, with more endo-chloride formed from the endo-carbene: the 8/9 product ratio in MeCN was approximately 41 from exo-7, but only 4.6 from endo-7. Norbornene, formed by proton transfer to Cl(-) within the ion pairs, was a major product in both cases (44% from exo-7 and 62% from endo-7). In MeOH/MeCN, up to 28% of exo-2-norbornyl methyl ether formed at the expense of some of the norbornene, but even in 100% MeOH, the norbornyl chloride products of ion pair return still accounted for 46% and 31% of the exo-7 and endo-7 product mixtures (accompanied by 26-32% of norbornene). Electronic structure calculations on the ground states and fragmentation transition states of exo-7 and endo-7 are presented.",2020-05-01T05:49:02.379046,pubmed,4,36453312,998438400,The 2-Norbornyl Cation via the Fragmentations of Exo- and Endo-2-Norbornyloxychlorocarbenes: Distinction without much Difference,8109-16,33,pubmed,journal-article,journal article,0002-7863,journal-of-the-american-chemical-society,J. Am. Chem. Soc.,Journal of the American Chemical Society,1588312142,123,1,R A Moss,2,F Zheng,2001-08-22T00:00:00,1588312142,the-2-norbornyl-cation-via-the-fragmentations-of-exo-and-endo-2-norbornyloxychlorocarbenes-distinction-without-much-difference,journal-article,journal article,http://www.ncbi.nlm.nih.gov/pubmed/,pmid,pmid: PubMed Unique Identifier,11506568,https://doi.org/,doi,doi: Digital object identifier,10.1021/ja010598q,2020-05-01T05:49:02.379046,,,,,,,,,R R Sauers,J P Toscano,,academic,Americas,US,United States,Rutgers,Rutgers University Board of Governors,Rutgers College,rutgers-the-state-university-of-new-jersey,Rutgers the State University of New Jersey,542,7.468,academic,Americas,US,United States,Rutgers,Rutgers University Board of Governors,Rutgers College,rutgers-the-state-university-of-new-jersey,Rutgers the State University of New Jersey,3,R R Sauers,4,J P Toscano,,,,,,,,,,,,,,,,Queen'S College,Queen'S College,,,,,,,,Rutgers University System,Rutgers University System,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ru,Rutgers University,Ru,Rutgers University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M Coltheart,,,2020-04-30T19:29:38.151264,pubmed,1,29605510,123552000,Letter: Colour-Specificity and Monocularity in the Visual Cortex,2595-8,12,pubmed,journal-article,journal article,0042-6989,vision-research,Vision Res.,Vision Research,1588274978,13,1,M Coltheart,,,1973-12-01T00:00:00,1588274978,letter-colour-specificity-and-monocularity-in-the-visual-cortex,journal-article,journal article,http://www.ncbi.nlm.nih.gov/pubmed/,pmid,pmid: PubMed Unique Identifier,4771220,https://doi.org/,doi,doi: Digital object identifier,10.1016/0042-6989(73)90258-7,2020-04-30T19:29:38.151264,,,,,,,,,,,,,,,,,,,,,149,1.314,,,,,,,,,,,,,,,,,,,,,TRUE,459690,Max Coltheart,max-coltheart,,,,,,,TRUE,459690,Max Coltheart,max-coltheart,max-coltheart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Catherine Loudon,Elizabeth C Davis,"Pectinate (feathery) antennae have high resistance to air flow, and therefore most of the air approaching an antenna is diverted around it and is not available for chemical sampling by the sensory hairs on that antenna. The small fraction (approximately 10-20%) of approaching air that passes through the air spaces or gaps in the antenna decelerates and the streamlines diverge as the air approaches the antenna. Sampling a small fraction of air that is decelerating and diverging has consequences for chemoreception that are described here for the first time. The behavior of the air is predicted from application of a fluid mechanical law: the principle of continuity. As this small fraction of air decelerates and flows through the air gaps in the antenna, it will be ""stretched"" in the plane perpendicular to the air flow. Therefore, the air may be sampled by the sensory hairs at a greater spatial resolution than expected from the distribution of the odorant molecules in the air upstream of the antenna. However, the slowing down of odorant-laden air as it passes through an antenna will not change the perceived temporal characteristics of the chemical stimulus (e.g., the rate of odorant filament encounter). This distortion or stretching of the air sample is expected to develop within about one antennal width upstream of the antenna, as verified by examining wakes of simple physical models.",2020-05-01T17:22:40.453385,pubmed,2,41406807,1104537600,Divergence of Streamlines Approaching a Pectinate Insect Antenna: Consequences for Chemoreception,1-13,1,pubmed,journal-article,journal article,0098-0331,journal-of-chemical-ecology,J. Chem. Ecol.,Journal of Chemical Ecology,1588353760,31,1,Catherine Loudon,2,Elizabeth C Davis,2005-01-01T00:00:00,1588353760,divergence-of-streamlines-approaching-a-pectinate-insect-antenna-consequences-for-chemoreception,journal-article,journal article,http://www.ncbi.nlm.nih.gov/pubmed/,pmid,pmid: PubMed Unique Identifier,15839475,https://doi.org/,doi,doi: Digital object identifier,10.1007/s10886-005-0969-1,2020-05-01T17:22:40.453385,research-support-us-govt-nonphs,research support us govt nonphs,,,research-support-us-govt-nonphs,research support us govt nonphs,,,,,,,,,,,,,,,102,1.028,,,,,,,,,,,,,,,,,,,,,TRUE,3274945,Catherine Loudon,catherine-loudon,,,,,,,TRUE,3274945,Catherine Loudon,catherine-loudon,catherine-loudon,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,369976,Elizabeth Davis-Berg,elizabeth-davis-berg,elizabeth-davis-berg,,,,,,,TRUE,369976,Elizabeth Davis-Berg,elizabeth-davis-berg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Joseph S Amato,John Y L Chung,"Two efficient routes to 1-tert-butyl-4-chloropiperidine are described. In the first route, the key thionyl chloride mediated chlorination reaction features the use of tetrabutylammonium chloride as an additive that effectively suppresses the formation of an elimination-derived side product. In the second route, a novel alternative synthesis of 1-tert-butyl-4-chloropiperidine was developed in which the tertiary butyl group on the nitrogen is efficiently generated through the addition of methylmagnesium chloride to a dimethyliminium salt in 71% overall yield.",2020-05-01T17:10:56.669567,pubmed,6,41087675,1109894400,Synthesis of 1-Tert-Butyl-4-Chloropiperidine: Generation of an N-Tert-Butyl Group by the Reaction of a Dimethyliminium Salt with Methylmagnesium Chloride,1930-3,5,pubmed,journal-article,journal article,0022-3263,the-journal-of-organic-chemistry,J. Org. Chem.,The Journal of Organic Chemistry,1588353056,70,1,Joseph S Amato,2,John Y L Chung,2005-03-04T00:00:00,1588353056,synthesis-of-1-tert-butyl-4-chloropiperidine-generation-of-an-n-tert-butyl-group-by-the-reaction-of-a-dimethyliminium-salt-with-methylmagnesium-chloride,journal-article,journal article,https://doi.org/,doi,doi: Digital object identifier,10.1021/jo048047g,http://www.ncbi.nlm.nih.gov/pubmed/,pmid,pmid: PubMed Unique Identifier,15730326,2020-05-01T17:10:56.669567,research-support-nonus-govt,research support nonus govt,,,research-support-nonus-govt,research support nonus govt,,,Raymond J Cvetovich,Xiaoyi Gong,Mark Mclaughlin,,,,,,,,,,210,1.607,,,,,,,,,,3,Raymond J Cvetovich,4,Xiaoyi Gong,,,,,5,,Mark Mclaughlin,,,,,,,,,,,,,,,,Robert A Reamer,,,,6,Robert A Reamer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R Ilaria,D Wines,"In order to establish a routine procedure for isolating undegraded RNA from small amounts of rat and human brain tissue, several techniques were investigated. Initial studies demonstrated that undegraded RNA could not be reproducibly isolated from milligram amounts of brain tissue homogenized in an aqueous medium. Several isolation techniques utilizing tissue homogenization in the denaturing agent guanidinium chloride were compared. This method of homogenization, followed by sedimentation of RNA through cesium chloride, resulted in good yields of undegraded translationally active RNA. A maximum of 6 RNA samples could be processed simultaneously. In contrast, when homogenization in guanidinium chloride was followed by repeated guanidinium chloride-ethanol precipitations many samples could be processed simultaneously. The resulting RNA yields were low. The introduction of several modifications in the guanidinium chloride-ethanol precipitation technique resulted in a high yield of undegraded translationally active RNA. DNA was removed by two guanidinium-ethanol precipitations. Residual protein was digested with proteinase K. RNA was precipitated after extraction with phenol-chloroform-isoamyl alcohol. This refined procedure allows the recovery, in high yields, of translationally active undegraded RNA which is both DNA and protein free. Thirty-six samples can be processed in one day.",2020-04-30T18:26:54.383645,pubmed,7,27731732,,A Rapid Microprocedure for Isolating Rna from Multiple Samples of Human and Rat Brain,165-74,2,pubmed,journal-article,journal article,0165-0270,journal-of-neuroscience-methods,J. Neurosci. Methods,Journal of Neuroscience Methods,1588271214,15,1,R Ilaria,2,D Wines,,1588271214,a-rapid-microprocedure-for-isolating-rna-from-multiple-samples-of-human-and-rat-brain,journal-article,journal article,https://doi.org/,doi,doi: Digital object identifier,10.1016/0165-0270(85)90053-6,http://www.ncbi.nlm.nih.gov/pubmed/,pmid,pmid: PubMed Unique Identifier,2417066,2020-04-30T18:26:54.383645,research-support-us-govt-phs,research support us govt phs,,,research-support-us-govt-phs,research support us govt phs,,,S Pardue,S Jamison,S R Ojeda,,,,,,,,,,133,1.308,,,,,,,,,,3,S Pardue,4,S Jamison,,,,,5,,S R Ojeda,,,,,,,,,,,,,,,,J Snider,M R Morrison,,,6,J Snider,7,M R Morrison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G Nagel,T Szellas,"The genetic disease cystic fibrosis is caused by mutation of the gene coding for the cystic fibrosis transmembrane conductance regulator (CFTR). Controversial studies reported regulation of the epithelial sodium channel (ENaC) by CFTR. We found that uptake of (22)Na(+) through ENaC is modulated by activation of CFTR in oocytes, coexpressing CFTR and ENaC, depending on extracellular chloride concentration. Furthermore we found that the effect of CFTR activation could be mimicked by other chloride channels. Voltage- and patch-clamp measurements, however, showed neither stimulation nor inhibition of ENaC-mediated conductance by activated CFTR. We conclude that the observed modulation of (22)Na(+) uptake by activated CFTR is due to the effect of CFTR-mediated chloride conductance on the membrane potential. These findings argue against the notion of a specific influence of CFTR on ENaC and emphasize the chloride channel function of CFTR.",2020-05-01T05:32:34.269190,pubmed,5,36348168,983404800,Non-Specific Activation of the Epithelial Sodium Channel by the Cftr Chloride Channel,249-54,3,pubmed,journal-article,journal article,1469-221X,embo-reports,EMBO Rep.,Embo Reports,1588311154,2,1,G Nagel,2,T Szellas,2001-03-01T00:00:00,1588311154,non-specific-activation-of-the-epithelial-sodium-channel-by-the-cftr-chloride-channel,journal-article,journal article,https://doi.org/,doi,doi: Digital object identifier,10.1093/embo-reports/kve045,http://europepmc.org/articles/,pmc,pmc: PubMed Central article number,PMC1083841,2020-05-01T05:32:34.269190,research-support-us-govt-phs,research support us govt phs,research-support-nonus-govt,research support nonus govt,research-support-us-govt-phs,research support us govt phs,research-support-nonus-govt,research support nonus govt,J R Riordan,T Friedrich,K Hartung,,,,,,,,,,164,4.459,,,,,,,,,,3,J R Riordan,4,T Friedrich,,,,,5,,K Hartung,,,,,http://www.ncbi.nlm.nih.gov/pubmed/,pmid,pmid: PubMed Unique Identifier,11266369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C R Kirby,V A Convertino,"This investigation was designed to determine the relationship between the levels of plasma aldosterone and eccrine sweat gland sodium excretion following exercise and heat acclimation. Ten subjects exercised at 45% of their maximal O2 uptake in a hot (40 degrees C), moderately humid (45% relative humidity) environment for 2 h/day on ten consecutive days. Acclimation was verified by significant reductions in exercise heart rate, rectal temperature, and heat storage, as well as significant elevation of resting plasma volume (12%, P less than 0.05) and exercise sweat rate on day 10 compared with day 1 of acclimation. During exercise, the concentration and total content of sodium in sweat as well as plasma aldosterone were significantly decreased from day 1 to day 10. The ratio of sweat sodium reabsorbed to plasma aldosterone concentration was significantly increased from day 1 to day 10 after both 1 and 2 h of exercise. These data indicate that plasma aldosterone concentrations decrease following heat acclimation; and eccrine gland responsiveness to aldosterone, as represented by sweat sodium reabsorption, may be augumented through exercise and heat acclimation.",2020-04-30T19:18:24.783340,pubmed,2,29262127,525916800,Plasma Aldosterone and Sweat Sodium Concentrations after Exercise and Heat Acclimation,967-70,3,pubmed,journal-article,journal article,8750-7587,journal-of-applied-physiology-bethesda-md-1985,J. Appl. Physiol.,"Journal of Applied Physiology (Bethesda, Md. : 1985)",1588274304,61,1,C R Kirby,2,V A Convertino,1986-09-01T00:00:00,1588274304,plasma-aldosterone-and-sweat-sodium-concentrations-after-exercise-and-heat-acclimation,journal-article,journal article,http://www.ncbi.nlm.nih.gov/pubmed/,pmid,pmid: PubMed Unique Identifier,3759782,https://doi.org/,doi,doi: Digital object identifier,10.1152/jappl.1986.61.3.967,2020-04-30T19:18:24.783340,research-support-us-govt-nonphs,research support us govt nonphs,research-support-nonus-govt,research support nonus govt,research-support-us-govt-nonphs,research support us govt nonphs,research-support-nonus-govt,research support nonus govt,,,,,,,,,,,,,211,1.318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E Daly-Jones,J Hollingsworth,,2020-05-01T00:58:20.852691,pubmed,3,34356521,825638400,Vasa Praevia: Second Trimester Diagnosis using Colour Flow Imaging,284-6,3,pubmed,journal-article,journal article,,british-journal-of-obstetrics-and-gynaecology,Br J Obstet Gynaecol,British Journal of Obstetrics and Gynaecology,1588294700,103,1,E Daly-Jones,2,J Hollingsworth,1996-03-01T00:00:00,1588294700,vasa-praevia-second-trimester-diagnosis-using-colour-flow-imaging,journal-article,journal article,http://www.ncbi.nlm.nih.gov/pubmed/,pmid,pmid: PubMed Unique Identifier,8630316,https://doi.org/,doi,doi: Digital object identifier,10.1111/j.1471-0528.1996.tb09720.x,2020-05-01T00:58:20.852691,case-reports,case reports,,,case-reports,case reports,,,W Sepulveda,,,,,,,,,,,,,,,,,,,,,,,3,W Sepulveda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
